time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-28T18:50:30.205Z,63.0075,-150.6711,115,1.9,ml,,,,0.25,ak,ak20296810,2018-10-28T18:54:42.417Z,"81km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-28T18:48:31.794Z,63.2142,-143.8896,10,1.7,ml,,,,1.15,ak,ak20296808,2018-10-28T18:56:24.169Z,"47km WSW of Tok, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-28T18:45:20.770Z,33.9716667,-116.9843333,3.51,0.59,ml,19,125,0.124,0.16,ci,ci37406994,2018-10-31T19:59:57.265Z,"5km N of Beaumont, CA",earthquake,0.36,1.48,0.193,11,reviewed,ci,ci
2018-10-28T18:40:04.311Z,61.6346,-148.2722,16.7,1.7,ml,,,,0.73,ak,ak20296804,2018-10-28T18:47:17.818Z,"35km E of Lazy Mountain, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-28T18:37:54.963Z,61.5812,-147.2221,28.9,1.6,ml,,,,0.83,ak,ak20296803,2018-10-28T18:41:13.691Z,"68km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-28T18:37:23.110Z,-11.1583,110.8501,10,4.7,mb,,134,3.241,1.27,us,us1000hi9j,2018-10-28T19:30:30.040Z,"South of Java, Indonesia",earthquake,3.9,1.9,0.11,25,reviewed,us,us
2018-10-28T18:36:50.197Z,39.2288,-120.0969,7.8,0.6,ml,14,78.5,0.031,0.1121,nn,nn00663236,2018-10-29T02:05:26.993Z,"4km WSW of Tahoe Vista, California",earthquake,,1,0.66,6,reviewed,nn,nn
2018-10-28T18:32:33.970Z,52.0701667,-176.1621667,4,-0.53,ml,5,154,0.01808,0.1,av,av70808704,2018-10-30T19:20:58.320Z,"40km ENE of Adak, Alaska",earthquake,0.43,0.75,0.259,5,reviewed,av,av
2018-10-28T18:26:16.060Z,52.0726667,-176.1376667,-0.19,-0.79,ml,4,173,0.01876,0.07,av,av61805741,2018-10-30T19:19:17.260Z,"41km ENE of Adak, Alaska",earthquake,0.74,0.57,0.757,4,reviewed,av,av
2018-10-28T18:25:22.740Z,52.07,-176.1483333,0.11,-0.61,ml,5,131,0.01525,0.07,av,av70808699,2018-10-30T19:17:38.520Z,"40km ENE of Adak, Alaska",earthquake,0.54,0.33,0.481,5,reviewed,av,av
2018-10-28T18:23:29.250Z,52.0665,-176.1506667,0.64,-0.85,ml,5,138,0.01196,0.1,av,av70808694,2018-10-30T18:44:17.110Z,"40km ENE of Adak, Alaska",earthquake,0.67,0.53,0.257,5,reviewed,av,av
2018-10-28T18:19:07.840Z,33.237,-116.7656667,12.66,0.9,ml,38,27,0.005877,0.15,ci,ci37406986,2018-10-29T14:02:25.670Z,"1km SSW of Lake Henshaw, CA",earthquake,0.21,0.65,0.126,25,reviewed,ci,ci
2018-10-28T18:18:40.010Z,52.0683333,-176.1696667,-1.76,0.02,ml,4,173,0.01957,0.11,av,av70808689,2018-10-30T18:41:43.000Z,"39km ENE of Adak, Alaska",earthquake,0.6,1.85,0.119,4,reviewed,av,av
2018-10-28T18:18:38.470Z,52.0713333,-176.1496667,-0.02,-0.63,ml,5,131,0.01665,0.02,av,av70808684,2018-10-30T18:40:26.750Z,"40km ENE of Adak, Alaska",earthquake,0.53,0.34,0.38,5,reviewed,av,av
2018-10-28T18:12:54.810Z,52.0751667,-176.119,-0.25,1.17,ml,5,128,0.02666,0.06,av,av61805736,2018-10-30T18:35:06.400Z,"42km ENE of Adak, Alaska",earthquake,0.24,0.17,,1,reviewed,av,av
2018-10-28T18:09:32.366Z,63.2492,-150.7537,126.7,1.9,ml,,,,0.33,ak,ak20296787,2018-10-28T18:15:18.282Z,"91km W of Cantwell, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-10-28T18:07:45.560Z,52.0586667,-176.1151667,2.88,-1.13,ml,4,164,0.01991,0.19,av,av70808679,2018-10-30T18:21:49.630Z,"42km ENE of Adak, Alaska",earthquake,0.78,1.32,0.081,3,reviewed,av,av
2018-10-28T18:07:35.805Z,40.8092,-116.5145,15.5,1.9,ml,9,150.06,0.186,0.0777,nn,nn00663208,2018-10-29T02:05:10.942Z,"36km WNW of Carlin, Nevada",earthquake,,3.9,0.08,7,reviewed,nn,nn
2018-10-28T18:04:27.818Z,66.2493,-148.0399,0,2.6,ml,,,,1.1,ak,ak20296783,2018-10-28T19:22:55.040Z,"128km WSW of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-28T18:04:19.070Z,52.0596667,-176.1726667,0.28,0.2,ml,5,182,0.0167,0.18,av,av61805726,2018-10-30T19:42:38.000Z,"38km ENE of Adak, Alaska",earthquake,0.59,0.39,0.099,4,reviewed,av,av
2018-10-28T17:52:37.930Z,52.0756667,-176.1333333,-0.5,-0.22,ml,5,127,0.02249,0.07,av,av61805721,2018-10-30T17:37:50.250Z,"42km ENE of Adak, Alaska",earthquake,0.3,0.29,0.354,5,reviewed,av,av
2018-10-28T17:49:29.175Z,38.0692,-116.8251,4.1,1.4,ml,30,140.3,0.313,0.192,nn,nn00663200,2018-10-29T02:05:05.322Z,"35km E of Tonopah, Nevada",earthquake,,1.9,0.2,14,reviewed,nn,nn
2018-10-28T17:44:38.096Z,60.3732,-137.8788,4.9,1.5,ml,,,,0.51,ak,ak20296525,2018-10-28T17:48:52.065Z,"46km SSW of Haines Junction, Canada",earthquake,,1,,,automatic,ak,ak
2018-10-28T17:41:09.560Z,52.0866667,-176.1656667,-1.28,-0.3,ml,4,179,0.008974,0.17,av,av70808669,2018-10-30T18:14:17.090Z,"40km NE of Adak, Alaska",earthquake,1.05,0.6,0.113,4,reviewed,av,av
2018-10-28T17:36:34.410Z,18.1348,-67.2503,15,1.96,md,8,292,0.1695,0.22,pr,pr2018301009,2018-10-28T21:37:36.470Z,"9km NW of Puerto Real, Puerto Rico",earthquake,1.41,0.74,0.29,8,reviewed,pr,pr
2018-10-28T17:34:27.500Z,45.8741667,-111.3568333,5.96,1.37,ml,9,113,0.294,0.05,mb,mb80315784,2018-10-30T17:47:27.310Z,"2km NW of Manhattan, Montana",earthquake,0.56,5.79,0.138,3,reviewed,mb,mb
2018-10-28T17:24:39.540Z,52.082,-176.1226667,-1.52,-0.46,ml,5,146,0.03105,0.14,av,av70808664,2018-10-30T18:09:27.110Z,"43km ENE of Adak, Alaska",earthquake,0.32,0.65,0.338,5,reviewed,av,av
2018-10-28T17:18:59.230Z,37.4241667,-121.6716667,4.99,2.78,md,100,41,0.05533,0.07,nc,nc73103281,2018-10-30T16:32:21.646Z,"15km ENE of Alum Rock, CA",earthquake,0.08,0.27,0.159,128,reviewed,nc,nc
2018-10-28T17:12:12.070Z,52.07,-176.1308333,0.54,-0.77,ml,4,173,0.01814,0.08,av,av70808649,2018-10-30T17:57:04.820Z,"41km ENE of Adak, Alaska",earthquake,0.73,0.8,0.281,3,reviewed,av,av
2018-10-28T17:11:22.050Z,33.0318333,-116.3658333,8.6,1.14,ml,56,55,0.07583,0.2,ci,ci37406954,2018-10-30T17:17:40.372Z,"23km ESE of Julian, CA",earthquake,0.19,0.59,0.154,26,reviewed,ci,ci
2018-10-28T17:09:54.990Z,52.0651667,-176.1713333,3.82,-0.16,ml,4,177,0.01836,0.23,av,av70808644,2018-10-30T17:43:42.440Z,"39km ENE of Adak, Alaska",earthquake,2.29,1.29,0.116,4,reviewed,av,av
2018-10-28T16:55:08.900Z,52.0745,-176.1265,-0.6,-0.63,ml,4,188,0.02338,0.14,av,av70808629,2018-10-30T17:26:45.030Z,"42km ENE of Adak, Alaska",earthquake,0.7,1.12,0.565,4,reviewed,av,av
2018-10-28T16:53:44.130Z,8.8675,93.9171,10,4.7,mb,,140,3.001,0.61,us,us1000hi90,2018-10-28T17:16:09.040Z,"119km NNE of Mohean, India",earthquake,7.1,1.9,0.106,27,reviewed,us,us
2018-10-28T16:49:36.710Z,52.0745,-176.1316667,-0.7,-0.81,ml,5,124,0.02183,0.18,av,av70808624,2018-10-30T17:24:34.370Z,"42km ENE of Adak, Alaska",earthquake,0.48,0.39,0.472,5,reviewed,av,av
2018-10-28T16:44:08.410Z,19.293,-65.182,35,3.11,md,10,331,1.3301,0.32,pr,pr2018301008,2018-10-28T21:33:12.447Z,"108km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.87,22.42,0.35,6,reviewed,pr,pr
2018-10-28T16:39:42.200Z,52.0728333,-176.1291667,-1.8,-0.75,ml,4,182,0.02109,0.18,av,av70808619,2018-10-30T18:06:47.700Z,"42km ENE of Adak, Alaska",earthquake,0.45,0.81,0.555,4,reviewed,av,av
2018-10-28T16:36:02.560Z,33.4906667,-116.7816667,4.71,0.33,ml,19,48,0.02669,0.16,ci,ci37406938,2018-10-29T14:02:22.106Z,"9km NE of Aguanga, CA",earthquake,0.26,0.52,0.162,8,reviewed,ci,ci
2018-10-28T16:35:13.180Z,36.0368333,-117.5883333,3.04,0.93,ml,12,107,0.08321,0.12,ci,ci37406930,2018-10-29T14:02:23.106Z,"31km ENE of Little Lake, CA",earthquake,0.24,1.67,0.11,11,reviewed,ci,ci
2018-10-28T16:34:19.830Z,52.0733333,-176.1508333,-1.8,-0.72,ml,5,131,0.01873,0.2,av,av70808614,2018-10-30T17:19:07.820Z,"40km ENE of Adak, Alaska",earthquake,0.46,1.57,0.308,5,reviewed,av,av
2018-10-28T16:32:47.840Z,52.0776667,-176.1576667,2.42,-0.34,ml,4,161,0.01872,0.18,av,av70808609,2018-10-30T17:14:06.090Z,"40km ENE of Adak, Alaska",earthquake,1.1,1.45,0.119,4,reviewed,av,av
2018-10-28T16:29:24.670Z,52.0766667,-176.1378333,3.42,-0.1,ml,5,128,0.02259,0.24,av,av61805706,2018-10-30T17:16:51.600Z,"41km ENE of Adak, Alaska",earthquake,0.93,1.48,0.312,4,reviewed,av,av
2018-10-28T16:22:35.900Z,-27.3754,-71.2359,39.66,4.4,mb,,199,0.783,0.43,us,us1000hi8w,2018-10-28T17:04:33.040Z,"89km W of Copiapo, Chile",earthquake,5.7,10.2,0.19,8,reviewed,us,us
2018-10-28T16:21:44.694Z,58.9578,-136.6669,11,2.7,ml,,,,1.03,ak,ak20296247,2018-10-28T16:39:21.548Z,"76km WSW of Haines, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-28T16:17:33.079Z,58.9477,-136.7656,0,2.6,ml,,,,1.19,ak,ak20296244,2018-10-28T16:39:21.298Z,"81km WSW of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-28T16:17:07.890Z,19.4033337,-155.2810059,0.93,1.82,ml,21,36,0.01054,0.1,hv,hv70673577,2018-10-28T16:22:53.060Z,"5km SW of Volcano, Hawaii",earthquake,0.17,0.25,0.27,10,automatic,hv,hv
2018-10-28T16:12:43.170Z,38.8346667,-122.7838333,2.03,-0.18,md,15,63,0.00631,0.03,nc,nc73103271,2018-10-31T09:29:58.659Z,"5km WNW of Cobb, CA",earthquake,0.29,0.57,,1,reviewed,nc,nc
2018-10-28T16:11:50.920Z,18.35,-66.3051,61,1.97,md,3,259,0.3884,0.06,pr,pr2018301007,2018-10-28T21:32:21.703Z,"1km NE of Corozal, Puerto Rico",earthquake,1.55,1.04,0.36,2,reviewed,pr,pr
2018-10-28T15:36:11.290Z,10.8544,-62.3135,84.7,4.6,mb,,118,1.425,0.68,us,us1000hi8l,2018-10-28T16:34:33.588Z,"30km N of Gueiria, Venezuela",earthquake,8.6,8.1,0.119,21,reviewed,us,us
2018-10-28T15:20:48.060Z,33.9213333,-116.3216667,8.58,1.17,ml,40,45,0.07494,0.15,ci,ci37406874,2018-10-29T14:03:31.670Z,"13km NNE of Thousand Palms, CA",earthquake,0.23,0.61,0.275,28,reviewed,ci,ci
2018-10-28T15:18:22.350Z,-6.3623,103.3438,24.7,4.5,mb,,172,2.025,0.92,us,us1000hi8h,2018-10-28T16:11:34.040Z,"137km SSW of Biha, Indonesia",earthquake,9.2,7.4,0.113,23,reviewed,us,us
2018-10-28T15:18:05.465Z,60.2797,-141.4554,4.9,1.5,ml,,,,0.68,ak,ak20295979,2018-10-28T15:28:09.792Z,"59km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-28T15:10:06.130Z,33.1938333,-115.7095,2.19,1.68,ml,6,289,0.07367,0.31,ci,ci37406866,2018-10-29T16:32:04.830Z,"18km S of Bombay Beach, CA",earthquake,1.73,2.22,0.197,3,reviewed,ci,ci
2018-10-28T15:01:29.480Z,37.5558333,-118.4908333,4.43,0.83,md,5,265,0.03853,0.03,nc,nc73103246,2018-10-29T17:16:03.126Z,"17km E of Toms Place, CA",earthquake,2.05,1.88,0.133,5,reviewed,nc,nc
2018-10-28T14:50:18.720Z,33.1826667,-115.615,3.04,1.33,ml,32,60,0.00521,0.22,ci,ci37406842,2018-10-30T17:08:01.691Z,"11km SW of Niland, CA",earthquake,0.23,0.17,0.198,25,reviewed,ci,ci
2018-10-28T14:48:58.425Z,38.3904,-118.8865,10.9,1.6,ml,24,62.27,0.116,0.21,nn,nn00663189,2018-10-29T02:05:02.507Z,"27km WSW of Hawthorne, Nevada",earthquake,,1.9,0.33,7,reviewed,nn,nn
2018-10-28T14:48:43.140Z,52.0725,-176.117,0.47,-0.3,ml,5,120,0.02555,0.09,av,av70808569,2018-10-30T01:14:19.330Z,"42km ENE of Adak, Alaska",earthquake,0.35,0.54,0.144,5,reviewed,av,av
2018-10-28T14:47:31.500Z,33.1801667,-115.6136667,3.17,1.75,ml,48,42,0.003158,0.23,ci,ci37406834,2018-10-30T17:02:34.273Z,"11km SW of Niland, CA",earthquake,0.2,0.18,0.18,52,reviewed,ci,ci
2018-10-28T14:46:29.020Z,36.9081,141.6609,35,4.9,mb,,146,1.183,0.97,us,us1000hi8c,2018-10-28T19:10:39.341Z,"70km ESE of Iwaki, Japan",earthquake,3.7,2,0.119,37,reviewed,us,us
2018-10-28T14:41:58.790Z,-58.5977,-25.2481,35,4.9,mb,,127,7.579,0.61,us,us1000hi8d,2018-10-28T15:36:52.040Z,"87km ENE of Bristol Island, South Sandwich Islands",earthquake,7.2,1.9,0.088,40,reviewed,us,us
2018-10-28T14:40:18.260Z,33.6726667,-116.7588333,8.66,1.35,ml,59,36,0.05349,0.16,ci,ci37406826,2018-10-29T14:04:35.710Z,"8km SSW of Idyllwild, CA",earthquake,0.17,0.37,0.184,25,reviewed,ci,ci
2018-10-28T14:36:06.700Z,-58.6417,-25.2408,35,4.9,mb,,90,7.604,0.5,us,us1000hi8b,2018-10-28T15:32:45.040Z,"85km ENE of Bristol Island, South Sandwich Islands",earthquake,9,1.8,0.084,45,reviewed,us,us
2018-10-28T14:27:00.400Z,34.0056667,-117.0175,3.48,0.85,ml,42,86,0.08425,0.26,ci,ci37406818,2018-10-30T16:53:49.218Z,"4km ENE of Calimesa, CA",earthquake,0.3,1.02,0.173,17,reviewed,ci,ci
2018-10-28T14:23:44.800Z,33.1793333,-115.6206667,3.17,1.12,ml,22,58,0.004109,0.23,ci,ci37406810,2018-10-31T19:55:53.581Z,"12km WNW of Calipatria, CA",earthquake,0.3,0.21,0.119,5,reviewed,ci,ci
2018-10-28T14:22:39.510Z,33.177,-115.6138333,3.26,1.59,ml,43,60,0.001586,0.22,ci,ci37406802,2018-10-30T16:33:14.880Z,"11km WNW of Calipatria, CA",earthquake,0.22,0.27,0.159,39,reviewed,ci,ci
2018-10-28T14:21:22.130Z,33.1653333,-115.681,0.49,1.39,ml,8,130,0.05212,0.23,ci,ci37412141,2018-10-30T16:17:54.216Z,"15km NNW of Westmorland, CA",earthquake,0.5,11.36,0.016,2,reviewed,ci,ci
2018-10-28T14:21:13.590Z,32.8847,-100.8904,6.49,3.1,mb_lg,,56,0.008,0.38,us,us1000hi86,2018-10-29T13:07:06.867Z,"18km N of Snyder, Texas",earthquake,3.9,5.6,0.059,76,reviewed,us,us
2018-10-28T14:21:10.090Z,33.1941667,-115.5993333,2.39,1.29,ml,7,123,0.02155,0.22,ci,ci37412133,2018-10-30T16:12:57.189Z,"9km SW of Niland, CA",earthquake,0.52,0.55,0.154,3,reviewed,ci,ci
2018-10-28T14:20:52.380Z,33.1815,-115.6155,2.55,1.5,ml,25,60,0.004021,0.19,ci,ci37406794,2018-10-30T16:03:47.723Z,"11km SW of Niland, CA",earthquake,0.22,0.14,0.315,5,reviewed,ci,ci
2018-10-28T14:20:37.810Z,33.1788333,-115.6115,3.6,1.56,ml,13,61,0.003729,0.18,ci,ci37412109,2018-10-30T15:48:17.165Z,"11km WNW of Calipatria, CA",earthquake,0.34,0.21,0.278,4,reviewed,ci,ci
2018-10-28T14:20:37.810Z,33.18,-115.6115,3.63,1.61,ml,11,66,0.004292,0.19,ci,ci37412125,2018-10-30T16:09:28.756Z,"11km NW of Calipatria, CA",earthquake,0.4,0.21,0.261,7,reviewed,ci,ci
2018-10-28T14:19:55.810Z,33.1816667,-115.6138333,2.77,1.64,ml,42,42,0.004451,0.22,ci,ci37406786,2018-10-30T15:41:24.520Z,"11km SW of Niland, CA",earthquake,0.2,0.18,0.174,39,reviewed,ci,ci
2018-10-28T14:19:29.820Z,33.1833333,-115.6051667,2.53,1.35,ml,8,83,0.01055,0.23,ci,ci37412117,2018-10-30T15:50:49.799Z,"10km SW of Niland, CA",earthquake,0.53,0.51,0.143,4,reviewed,ci,ci
2018-10-28T14:10:42.790Z,33.1831667,-115.6165,2.93,0.53,ml,9,86,0.00509,0.23,ci,ci37406778,2018-10-31T19:51:50.869Z,"11km SW of Niland, CA",earthquake,0.7,0.41,0.125,3,reviewed,ci,ci
2018-10-28T14:01:43.040Z,63.3246,-151.4801,7.9,1.5,ml,,,,0.73,ak,ak20295693,2018-10-28T14:05:23.758Z,"126km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-28T13:59:38.230Z,37.4316,20.5048,10,4.3,ml,,134,2.344,0.8,us,us1000hi83,2018-10-28T15:25:44.040Z,"42km SW of Lithakia, Greece",earthquake,7.6,2,,,reviewed,us,the
2018-10-28T13:59:11.590Z,60.0088333,-153.0788333,1.23,-0.26,ml,4,105,0.03122,0.08,av,av70808554,2018-10-30T01:04:35.990Z,"56km SSW of Redoubt Volcano, Alaska",earthquake,0.27,1.07,0.25,4,reviewed,av,av
2018-10-28T13:41:31.760Z,36.0163333,-120.578,2.98,0.63,md,12,131,0.03426,0.03,nc,nc73103241,2018-10-30T01:05:41.041Z,"19km NW of Parkfield, CA",earthquake,0.36,0.77,0.274,3,reviewed,nc,nc
2018-10-28T13:40:24.726Z,61.4436,-151.2806,70.9,1.6,ml,,,,0.58,ak,ak20295512,2018-10-28T13:46:09.985Z,"71km W of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-28T13:34:07.330Z,33.1788333,-115.6231667,3.97,1.02,ml,6,221,0.004314,0.21,ci,ci37412101,2018-10-30T15:28:52.473Z,"12km WNW of Calipatria, CA",earthquake,1.56,0.58,0.047,1,reviewed,ci,ci
2018-10-28T13:33:34.290Z,33.1801667,-115.6161667,3.07,1.21,ml,32,60,0.002725,0.2,ci,ci37406762,2018-10-30T15:23:18.335Z,"11km SW of Niland, CA",earthquake,0.22,0.13,0.218,18,reviewed,ci,ci
2018-10-28T13:33:22.960Z,54.1645,-163.6028,49.62,4.6,mb,,157,1.43,0.66,us,us1000hi81,2018-10-28T22:17:33.131Z,"77km S of False Pass, Alaska",earthquake,7.4,7.7,0.043,159,reviewed,us,us
2018-10-28T13:25:54.980Z,11.3493,140.1384,35,4.8,mb,,87,5.128,0.74,us,us1000hi85,2018-10-28T15:21:25.040Z,"180km NNW of Fais, Micronesia",earthquake,12.2,2,0.08,49,reviewed,us,us
2018-10-28T13:13:16.020Z,37.5825,-118.844,0.32,0.42,md,8,219,0.01401,0.05,nc,nc73103231,2018-10-29T17:06:03.074Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.34,31.61,0.226,7,reviewed,nc,nc
2018-10-28T13:12:47.088Z,69.6149,-144.3669,12.2,3,ml,,,,0.87,ak,ak20295426,2018-10-28T13:19:44.655Z,"64km SSW of Kaktovik, Alaska",earthquake,,2,,,automatic,ak,ak
2018-10-28T13:02:14.370Z,52.0715,-176.1441667,-1.42,-0.94,ml,4,164,0.01681,0.18,av,av70808549,2018-10-30T00:58:45.950Z,"41km ENE of Adak, Alaska",earthquake,0.73,0.81,0.333,3,reviewed,av,av
2018-10-28T13:01:47.265Z,60.6514,-141.6874,9.4,1.6,ml,,,,0.65,ak,ak20295420,2018-10-28T13:04:51.540Z,"77km NNE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-28T12:47:35.560Z,33.4926667,-116.7943333,4.2,0.45,ml,37,33,0.02028,0.15,ci,ci37406754,2018-10-30T15:17:30.294Z,"9km NE of Aguanga, CA",earthquake,0.14,0.34,0.063,13,reviewed,ci,ci
2018-10-28T12:44:39.140Z,33.451,-116.5716667,11.22,0.73,ml,36,42,0.05051,0.18,ci,ci37406746,2018-10-29T14:07:59.140Z,"15km SE of Anza, CA",earthquake,0.25,0.45,0.181,22,reviewed,ci,ci
2018-10-28T12:38:26.968Z,37.4098,-117.0766,12.5,-0.1,ml,9,114.66,0.388,0.1827,nn,nn00663232,2018-10-29T02:05:23.230Z,"36km SSE of Goldfield, Nevada",earthquake,,9.2,1.27,5,reviewed,nn,nn
2018-10-28T12:34:37.231Z,63.5888,-150.82,10.7,1.8,ml,,,,0.42,ak,ak20295263,2018-10-28T12:46:07.923Z,"95km WNW of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-28T12:32:10.640Z,59.9996,-139.34,0,1.8,ml,,,,0.77,ak,ak20295262,2018-10-28T12:38:15.819Z,"54km NNE of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-28T12:22:37.100Z,33.6858333,-116.7038333,16.44,0.45,ml,26,55,0.0267,0.11,ci,ci37406738,2018-10-30T15:11:10.258Z,"6km SSE of Idyllwild, CA",earthquake,0.21,0.37,0.213,8,reviewed,ci,ci
2018-10-28T12:11:41.810Z,44.7015,-110.9975,9.01,0.4,md,11,72,0.04019,0.13,uu,uu60302867,2018-10-29T22:46:40.020Z,"9km ENE of West Yellowstone, Montana",earthquake,0.45,0.82,0.259,5,reviewed,uu,uu
2018-10-28T12:11:21.118Z,63.1743,-148.8765,60,2.3,ml,,,,0.63,ak,ak20295169,2018-10-28T12:22:22.639Z,"24km S of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-28T12:09:03.220Z,52.0395,-176.1485,3.24,-0.83,ml,4,142,0.01536,0.02,av,av70808544,2018-10-30T00:50:42.520Z,"39km ENE of Adak, Alaska",earthquake,0.34,0.62,0.317,4,reviewed,av,av
2018-10-28T12:08:58.806Z,36.7632,-116.2666,8.4,-0.1,ml,27,57.34,0.056,0.1741,nn,nn00663181,2018-10-29T02:04:59.523Z,"46km ESE of Beatty, Nevada",earthquake,,1.1,0.55,14,reviewed,nn,nn
2018-10-28T12:07:37.140Z,52.0468333,-176.1533333,1.94,-0.39,ml,5,151,0.008942,0.12,av,av61805606,2018-10-30T00:51:50.070Z,"39km ENE of Adak, Alaska",earthquake,0.41,0.66,0.288,5,reviewed,av,av
2018-10-28T12:01:47.260Z,33.507,-116.7953333,4.04,0.63,ml,27,46,0.006801,0.12,ci,ci37406730,2018-10-29T14:08:40.330Z,"10km NE of Aguanga, CA",earthquake,0.15,0.37,0.1,19,reviewed,ci,ci
2018-10-28T12:01:32.260Z,51.7433333,-178.753,12.91,1.28,ml,5,296,0.02148,0.21,av,av61805601,2018-10-30T00:46:29.870Z,"44km WSW of Tanaga Volcano, Alaska",earthquake,3.13,1.29,0.124,2,reviewed,av,av
2018-10-28T11:59:24.960Z,65.2161,-151.7627,2,1.7,ml,,,,0.64,ak,ak20295162,2018-10-28T12:05:49.093Z,"15km ENE of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-28T11:58:12.434Z,39.7457,-120.1169,7.5,1.4,ml,18,88.71,0.183,0.2027,nn,nn00663178,2018-10-29T02:04:57.429Z,"14km WNW of Cold Springs, Nevada",earthquake,,3.1,0.29,8,reviewed,nn,nn
2018-10-28T11:56:47.440Z,-22.3849,-177.7782,353.52,4.2,mb,,113,6.054,1.21,us,us1000hi7m,2018-10-28T12:15:12.040Z,"214km SSE of Ndoi Island, Fiji",earthquake,14.1,14,0.118,20,reviewed,us,us
2018-10-28T11:56:18.380Z,38.8235016,-122.8544998,1.63,0.98,md,19,65,0.004443,0.04,nc,nc73103226,2018-10-28T12:28:03.250Z,"10km WNW of The Geysers, CA",earthquake,0.23,0.37,0.08,4,automatic,nc,nc
2018-10-28T11:44:18.620Z,13.4896,-90.0916,56.88,4.3,mb,,171,0.859,1.47,us,us1000hi7i,2018-10-28T12:49:20.040Z,"30km WSW of Acajutla, El Salvador",earthquake,2.2,12.5,0.101,28,reviewed,us,us
2018-10-28T11:18:20.590Z,39.0608,-119.6766,8.5,0.6,ml,17,47.17,0.066,0.2049,nn,nn00663176,2018-10-29T02:04:55.154Z,"4km ENE of Johnson Lane, Nevada",earthquake,,1.5,0.59,5,reviewed,nn,nn
2018-10-28T11:08:54.260Z,52.0715,-176.1206667,3.61,0.07,ml,5,119,0.02324,0.12,av,av61805576,2018-10-30T00:44:18.970Z,"42km ENE of Adak, Alaska",earthquake,0.55,1,0.064,4,reviewed,av,av
2018-10-28T11:08:50.970Z,37.3331667,-121.4956667,6.66,0.77,md,14,88,0.03466,0.06,nc,nc73103221,2018-10-29T22:45:22.906Z,"27km NNE of Morgan Hill, CA",earthquake,0.34,0.56,0.121,13,reviewed,nc,nc
2018-10-28T11:06:19.570Z,33.9798333,-116.9981667,4.96,0.53,ml,35,114,0.0601,0.17,ci,ci37406714,2018-10-30T15:03:50.236Z,"5km E of Calimesa, CA",earthquake,0.25,0.39,0.162,10,reviewed,ci,ci
2018-10-28T11:05:06.060Z,52.0728333,-176.117,2.71,-0.14,ml,5,122,0.02578,0.04,av,av70808539,2018-10-30T00:42:36.620Z,"42km ENE of Adak, Alaska",earthquake,0.32,0.74,0.097,5,reviewed,av,av
2018-10-28T11:04:59.338Z,57.6812,-155.8697,93.3,2.6,ml,,,,0.66,ak,ak20294925,2018-10-28T11:11:39.044Z,"114km W of Larsen Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-28T10:54:19.800Z,38.8096657,-122.8205032,3.05,0.31,md,10,72,0.006824,0.04,nc,nc73103216,2018-10-28T11:33:03.940Z,"7km WNW of The Geysers, CA",earthquake,0.47,0.83,,1,automatic,nc,nc
2018-10-28T10:51:37.340Z,33.498,-116.7965,3.15,0.56,ml,25,55,0.01469,0.14,ci,ci37406706,2018-10-29T14:09:45.480Z,"9km NE of Aguanga, CA",earthquake,0.21,0.49,0.099,17,reviewed,ci,ci
2018-10-28T10:48:52.490Z,33.4965,-116.797,3.73,0.82,ml,35,33,0.01607,0.15,ci,ci37406698,2018-10-29T14:09:49.880Z,"9km NE of Aguanga, CA",earthquake,0.18,0.46,0.114,27,reviewed,ci,ci
2018-10-28T10:35:01.230Z,45.8546667,-111.3418333,6,0.65,ml,5,202,0.309,0.07,mb,mb80316489,2018-10-30T23:08:39.520Z,"0km WSW of Manhattan, Montana",earthquake,0.74,6.66,,0,reviewed,mb,mb
2018-10-28T10:34:09.510Z,39.598,-120.483,5.6,1.1,ml,13,205.24,0.277,0.2196,nn,nn00663175,2018-10-29T02:04:53.165Z,"23km S of Portola, California",earthquake,,4.5,0.28,7,reviewed,nn,nn
